reviews.rating,reviews.text,reviews.title
3,I like the size of it and it's easy to operate. I didn't like that I had to keep trying to put the same information in more than once to more from one screen to another when putting in my card information. I need to have wifi to look at the stuff I downloaded and I don't like that. But for the cost it's ok.,It's great for beginners.
3,"Good basic tablet, but already have troubles. Amazon sent a new one.",Good basic tablet
3,This product is very easy and light to use. Love it.,Easy to use
3,good product for this price. I like my Amazon - Fire - 7 Tablet - 8GB - Black,good product
3,brought it as a gift for my uncle and its a decent tab for the price.,good tab for the proce
3,"Not sure of quality. His first Kindle Fire would no longer charge properly. It was cheaper to get a new one rather than attempt to have the old one fixed. He has already had a problem with this one charging properly; however, I believe the problem might have been with the charging cord and not the tablet itself.",good tablet for my grandson
3,The tablet is great for reading and watching movies,Great tablet for reading
3,very good just don't forget to ask for the none promo one,very good
3,I purchased two of these for my kids since they both wanted tablets for Christmas. We liked that they could use it like their own but we had total control of what the used and viewed. It is a lot faster than the older Kindle. It is pretty durable as well.,Great for the price
3,I purchased this for my stepdaughter. well her dad and I are no longer together we divorced 2 yrs ago. Both her parents could not purchase this for her. So Merry Christmas little one. She loves it . Easy to learn great for pictures,Great Tablet for beginners
3,"It is not as easy to use as my iPad. There is no Retina display , which I got used with my Apple gadgets",Good
3,"Bought this as a gift for my niece but I use it every now and then. She loves it, gives her ebook, music, videos, games etc... All in one through Amazon without having to get any external apps, most already built in. I like it as well except not so much the platform and navigating around it.",Great
3,It's okay for a beginner tablet to me. Not enough apps for purchase. I like the play store better.,Great tablet for the money
3,"Pros:CheapFunctions wellUsually pretty fastCons:Wifi signal isn't as strong as more expensive tabletsScreen pales in comparison to other Kindle'sFrequent burn-inIf you're looking for a cheap tablet that works, this does that. If you're looking for a top quality product at a bargain bin price, this isn't that.",A Mixed Bag
3,I bought 6 of them. They made very good christmas gifts..,They made a good gift.
3,Nit sure was s gift not sure what the product is like,was a gift
3,"Great starter tablet, but let's face it... It's a Kindle at heart. Still, it's pretty awesome for a Kindle!!!",Solid for the price
3,Good beginner tablet for older person who likes surf Internet.,Ok product
3,I gave this as a gift and so I heard it has been working very well,Great tablet for the cost but low on storage
